entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
104,4,[53708.99  43671.484 10444.361  9103.004],[-0.9318845  -0.75234425 -1.8317422  -2.232355  ],[ 2.7566335 -0.9622182  1.3307844  1.4484872],[78766.94  56625.082 33447.664 42916.56 ],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-1089.6752  1572.8523  -713.1294  1172.3442],9.345619820096333e-08,127.9202462852311
105,4,[98035.414 52254.758 39126.145 16650.006],[-0.1311437   0.26118588  0.18587328 -0.75943464],[ 0.00305304  0.43313324  1.4888358  -0.34414542],[98879.664 54047.273 39803.977 21686.621],[-1  1  1 -1],[11 11 11 11],[   0.    2687.433    0.       0.   ],[ 474.4201   473.31406 -161.12042 -412.11807],4.80158171396319e-08,125.86645497083548
106,4,[50430.082 22889.504 15432.701 11937.025],[ 0.39247236 -1.2571895   0.05960995  0.99224555],[ 0.0198058  -2.5026884  -0.29257548  0.9637022 ],[54364.285 43489.953 15460.128 18311.562],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-482.6919  -398.49854  265.47528 2247.849  ],4.798658197202682e-08,119.96726112086627
108,4,[97996.16  66294.67  35959.875 14428.504],[1.0607861 1.1469802 1.123966  1.6637825],[ 2.5834138  2.898235  -1.9887995 -2.6791332],[158500.22  114897.43   61168.23   39452.312],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-294.61816   -70.2417    -19.488037  267.06226 ],8.641193603988648e-08,125.15702127391427
110,4,[56871.836 51737.74  24570.25  18450.443],[0.20928736 1.6472365  1.2037439  0.3290932 ],[-2.8743238  2.7969022  2.370468   2.1277041],[ 58122.01  139308.86   44627.426  19458.605],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-263.49164  179.15723   18.59076  236.6388 ],1.1144611051876068e-07,125.9686876543013
111,4,[82430.77  19699.434 19243.258 12517.127],[ 0.2541444 -1.1192662 -1.079898   0.4917329],[ 1.5885565  -0.5018389   1.5188851   0.43435428],[85107.27  33382.09  31597.52  14061.196],[ 1 -1  1 -1],[13 13 11 11],[   0.        0.     1161.1637 3766.4675],[ -776.7102   -785.7666  -1387.825     419.84247],1.9012391872518856e-08,126.73912928357494
112,4,[62064.58  34939.258 34178.35  20173.857],[ 0.5508722  -0.21735178 -2.3814397  -1.0143254 ],[ 2.527435    0.28235286 -2.4136913   1.8110844 ],[ 71722.2    35767.81  186492.25   31472.725],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  33.691223  280.2075   -553.05414  1973.9584  ],2.1085696494641304e-08,264.1208484774793
113,4,[88872.59  63243.277 50301.562 48365.81 ],[2.4634485 2.354123  2.0809994 2.4924147],[ 0.5237846 -1.3000827 -3.1067333  2.0067809],[525698.56 335944.16 204658.89 294382.03],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[-334.61212 1127.9073  -359.85452 -334.61212],4.640843629522959e-08,251.29195342323018
114,4,[45426.84  30207.941 18066.08  16631.795],[2.0619712 2.3113046 1.2155657 1.8589995],[ 1.7344174 -1.734849   0.8158805 -1.5750787],[181449.66  153859.73   33140.074  54661.67 ],[-1  1 -1  1],[11 11 13 13],[   0.     1768.4469    0.     8022.1177],[-438.9958  -869.0532  -672.5099    47.45874],4.566381640605926e-08,117.20782986558683
115,4,[76853.52  48138.93  19941.625 10168.502],[0.3220677  1.4460967  0.67824316 0.15554313],[-0.21914427 -1.1056454  -0.34010768  2.096571  ],[ 80874.08  107879.26   24706.883  10291.757],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-324.98657 -815.37036  927.18164  -90.47861],9.3327841001784e-08,124.7597558490053
117,4,[43977.805 35613.395 23548.738 14222.19 ],[1.9935386 1.157948  1.4883493 1.4627031],[ 0.685233  -1.9091632  1.8857645 -1.2080933],[164425.98   62279.45   54815.94   32350.139],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-208.86249  252.02722 -603.0023   142.00769],1.4944477927351633e-07,122.93353380364314
118,4,[49363.68  36544.043 17515.035 13824.975],[-0.21772403  0.605754   -0.22679362  0.35291767],[-2.1070452   0.54529536  1.9793625  -1.1985674 ],[50538.32  43456.28  17967.416 14694.904],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[139.61948   29.557465 335.3689    82.42108 ],2.0483483116048176e-07,124.20634654486729
119,4,[36536.574 36300.14  26386.055 20931.31 ],[ 0.02650352 -1.8551639  -0.61010396 -0.45167708],[ 2.5623624 -2.1742134  2.9989321 -2.6119506],[ 36549.56  118868.01   31451.084  23102.979],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[  -4.900543 1279.3156     41.52722   851.3016  ],0.0,123.94534008273024
122,4,[49711.395 32266.797 29999.592 25252.717],[-1.7547292  -0.89608586 -0.98959345 -0.9445195 ],[-2.5769494 -2.4213374  1.3577497  2.4387171],[148011.62   46111.816  45927.523  37379.625],[-1  1  1 -1],[13 11 13 11],[   0.     1218.2396    0.        0.    ],[-306.14206 1310.3875  4313.18    -762.46826],4.268698420084317e-08,124.95814363027665
123,4,[53691.316  32395.227  28357.557   7596.4253],[1.8712088  0.12373041 0.5872746  0.55298257],[-1.8364391 -0.7520254 -2.213667  -2.8326967],[178525.81   32643.516  33390.035   8788.415],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1485.5632 2125.717  -563.939  -222.68  ],7.394365637641906e-08,125.04392696877763
124,4,[68052.63  31805.18  23829.85  11566.035],[ 1.7175409   2.4184628  -0.07188092  2.2095935 ],[-0.6685108  -2.7080803  -0.77122086 -0.34449947],[195662.19  179979.84   23891.672  53329.688],[ 1 -1 -1  1],[11 11 13 13],[   0.     2430.0364    0.        0.    ],[2371.993  2510.88   -830.7987  961.3207],7.602043448380152e-08,166.34707914810247
125,4,[37676.133 23842.72  20956.873 12213.075],[-1.7273427   0.6851241  -0.18181774  0.19336562],[ 0.11247159 -0.31973955 -1.3005435  -0.99445426],[109325.61   29660.889  21304.482  12442.562],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1325.9996 3799.3447 -511.2787  641.9794],9.227460875801721e-08,126.4844534530329
126,4,[55303.047 52202.336 14882.714  9418.123],[1.0555652 1.0314506 2.1752799 1.0027369],[-3.093075   1.1116762  0.7370318  2.1111572],[89082.    82522.016 66363.78  14563.654],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-232.04324   -16.002594  676.79736  -188.5024  ],7.740944548281352e-08,123.80845675426959
127,4,[62041.598 38212.984 34955.6   26918.004],[ 0.98380584  1.3795391   1.0823528  -0.46499658],[ 0.78263986 -0.7233973  -2.8561063   2.901794  ],[94566.95  80720.5   57509.188 29881.137],[ 1  1 -1 -1],[11 13 11 13],[1311.6226    0.        0.        0.    ],[ 305.2513  -321.779    595.2997  -507.76715],1.242045453896586e-07,194.73956430431616
128,4,[49722.656 41809.426 23479.945  7690.885],[-2.0379841 -1.8254269 -2.1544175 -1.2219698],[-2.37084     0.17546527  0.42590225 -2.6763303 ],[194052.92  133091.8   102593.76   14184.368],[ 1 -1 -1  1],[11 11 13 13],[   0.     2472.9841    0.        0.    ],[ 656.7801  -168.04425 -335.96207 1153.224  ],1.4380550784633636e-07,122.42027389380745
130,4,[91098.77  27967.791 23867.16  16687.55 ],[-1.428677  -1.7215774 -1.7964112 -2.2711587],[-1.6806121 -1.6300695  1.9214816 -2.8728728],[201000.36  80716.84  73915.1   81717.4 ],[-1 -1  1  1],[13 11 13 11],[24951.791 92329.35      0.        0.   ],[-161.81693 2418.2544   220.37064 1067.155  ],1.8576384763617198e-07,126.46155909065556
131,4,[98445.02  61932.934 49920.902 13946.709],[-0.08465733  0.0583273   0.41366974  1.2328734 ],[ 0.04498269 -2.6386924   1.7709193   2.9691386 ],[98798.06  62038.402 54253.562 25958.725],[-1 -1  1  1],[13 13 13 13],[   0.     1452.5651    0.        0.    ],[ 167.19809 1242.7294   338.69028  690.3412 ],1.2994975811726887e-07,235.67273405998324
132,4,[59612.008 32377.887 18213.557 16247.405],[ 0.17738113 -0.5313898  -0.12345482 -0.6951116 ],[-0.73495823  2.9179864  -0.7651974   0.98822236],[60552.29  37057.83  18352.834 20333.508],[-1  1  1 -1],[11 11 13 13],[2251.0913    0.        0.        0.    ],[1555.4006  -336.97372 -389.52545   91.75873],9.145702865149815e-08,126.00820300951335
133,4,[36979.867 24261.26  20622.129 16249.425],[-0.32585946 -0.5867867  -0.99700445 -2.283735  ],[ 0.11143684  2.9904594   1.8105314  -1.3087163 ],[38960.645 28559.486 31749.328 80557.89 ],[ 1 -1  1 -1],[11 13 13 11],[   0.        0.        0.     5563.1577],[ 353.18604 -524.43854 2603.1824  2303.5498 ],9.284300035090764e-08,122.67026199611914
135,4,[71438.58  33654.65  30016.924  7480.736],[-1.6815001  -0.59297377 -0.8154429  -1.9292578 ],[ 2.1121523   1.1425741   2.5166686  -0.95445436],[198588.72   39746.85   40562.168  26293.494],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 467.1325  -152.8089   -41.95555 1561.5259 ],1.69537835835584e-07,116.57862203906203
136,4,[136966.11   45995.133  23565.04   12186.883],[ 1.7537407  0.6416952 -0.7700142 -1.163348 ],[-1.8018638  -1.809169   -2.8269563   0.07797039],[407425.84   55794.348  30903.232  21406.682],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  -4.7783203 -269.67795     44.59659   1594.44     ],1.1819144862481434e-07,293.88035252007296
138,4,[72174.4   27355.447 19908.254 13433.465],[ 0.75429136  0.27380475 -0.27838513 -1.1202595 ],[-0.63167995  0.4107742  -0.4388563   2.4004784 ],[93698.54  28387.275 20684.676 22782.113],[ 1  1 -1 -1],[11 11 11 11],[0. 0. 0. 0.],[-380.9794  -474.10034  -36.37744  538.1322 ],1.4499570438143412e-07,127.29313735309431
139,4,[30442.078 27160.451 24313.803 21053.91 ],[ 1.9979771  -0.4219547   0.96531606 -0.42818576],[-2.8594842  -1.236039    2.4679592  -0.74075395],[114305.945  29614.441  36549.484  23013.623],[-1  1  1 -1],[11 11 11 11],[   0.        0.        0.     1433.2483],[  222.1372   678.006  -1117.5432   941.6428],1.436105840264511e-07,161.85741890896185
140,4,[42678.773 23603.438 17438.469 11888.146],[-0.8654888   1.045535   -0.36062238 -0.65328014],[-1.3805753   0.56596625  1.7075647  -2.6064317 ],[59686.543 37723.293 18584.734 14516.44 ],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[2852.6106  1620.1858   429.71426 1081.7191 ],1.492338501784134e-07,125.45481052251776
141,4,[30137.34  30057.568 29913.898 17895.34 ],[-0.43939933  0.9259549   0.9941287   0.96794826],[ 2.7433753 -1.3248104  1.5412006 -3.0879338],[33093.785 43890.52  45954.07  26954.162],[-1  1  1 -1],[11 11 13 13],[1802.7358    0.        0.        0.    ],[ 411.34503 -680.7632  -575.09247  106.21869],1.6826497375667572e-07,124.71382893023844
142,4,[50947.89  44904.566 40819.3   19284.955],[-0.50751376 -0.0577861   0.94476265  0.5144988 ],[0.6554634  0.90404963 2.0374026  0.87610406],[57651.367 44979.562 60432.55  21894.209],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[ -69.81244   -398.18463      2.6045532 2403.1196   ],1.1336344032850901e-07,125.98422675074235
143,4,[55523.67  47649.656 39711.52  10620.313],[0.6497763 1.1411076 1.1957846 1.5574274],[ 1.6610276   0.9743677  -0.5801475   0.28640565],[67663.23  82188.47  71651.836 26323.89 ],[ 1  1 -1 -1],[11 11 11 11],[   0.        0.        0.     2177.5461],[1007.7566  -994.85596 -951.428    613.0724 ],1.1368538473682403e-07,124.67841827382786
144,4,[67541.72  32935.797 19996.07  10459.207],[-1.0757838  0.2815163  0.1564172 -1.016802 ],[ 2.702527  -2.0008426 -3.0514176  2.209023 ],[110542.86   34249.543  20241.186  16348.212],[ 1  1 -1 -1],[11 11 11 11],[   0.       0.       0.    3855.815],[2086.505    3027.5032    -41.005188 2294.3354  ],1.409508648499298e-07,122.49055394901687
146,4,[66153.64  61808.15  41963.85  36865.355],[-1.1120753 -1.5245061 -0.7229466 -0.9166113],[ 0.21945062 -2.9874775   2.1449702  -0.83204615],[111453.65  148667.23   53416.223  53467.176],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-700.4016   2049.9841   -114.680664 1333.9454  ],1.5504541669062296e-07,215.57932666605464
147,4,[83926.02  41245.78  36981.848  8847.415],[1.9434494 2.4482734 1.2656766 1.7736769],[ 2.8069122  -1.5271949   1.2036642  -0.16080704],[299028.62  240355.64   70774.734  26817.344],[-1  1  1 -1],[11 11 11 11],[1045.592    0.       0.       0.   ],[1505.261    569.16095 -180.93854  943.57117],1.5876272699437458e-07,175.62055494329093
148,4,[61644.094 33895.508 16061.575 14925.552],[-0.10006424 -0.3002571  -0.9615806   0.67950994],[-2.724134    0.72791076  2.4444814  -3.013199  ],[61953.06  35435.094 24077.232 18506.012],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-438.75378    258.8092       3.8443298 2150.3271   ],7.169013065265655e-08,124.98421757177213
149,4,[70225.38   29031.059  27842.156   8038.9014],[-1.1874388  -1.3289084  -0.71233517 -0.6898416 ],[-0.87101233  2.5321681  -0.9814948   1.3997434 ],[125832.51   58667.285  35209.805  10028.752],[-1  1  1 -1],[13 13 11 11],[   0.       0.       0.    9637.769],[-496.5686  2317.3176   343.20184 1261.3943 ],1.552549495808665e-07,122.91740052984485
150,4,[85922.65  28960.06  26757.453 22878.812],[-0.3858144  -1.2698209  -0.33550307  0.05671483],[ 2.5730345  2.3273382 -1.7944076  2.5491083],[92397.336 55619.2   28277.572 22915.861],[-1  1 -1  1],[13 11 11 13],[2798.809    0.       0.       0.   ],[-715.94037  574.32935 3370.084   -715.94037],1.6190439225072224e-07,122.70327609187068
151,4,[104687.17   48223.09   46605.215  30372.283],[1.5632852  0.51983356 0.8088494  0.87889576],[-1.719315  -1.0648748 -1.0855981 -1.3202479],[260876.64   54886.73   62700.168  42877.77 ],[-1  1 -1  1],[11 11 11 11],[ 3635.8098 28542.54   74803.37   34847.414 ],[   4.7355957  585.85474   -169.58862   1392.6854   ],1.6162315913288116e-07,124.55584715574116
152,4,[77801.23  54335.082 54187.008 13683.268],[-1.1854734  -0.89476883 -0.8822114  -1.66698   ],[ 2.1846128 -2.6328354 -3.0357697  2.4946012],[139180.06   77576.16   76677.5    37526.277],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-683.98566 -322.58078 -277.6381   249.64685],1.6115086729885102e-07,125.33332581400636
154,4,[67573.87  44652.836 32849.48  25911.66 ],[ 0.72610956 -0.7426672   0.8765629   0.76606745],[ 1.5870758 -1.0736276 -1.0873482  3.020163 ],[86184.14  57543.582 46298.81  33894.098],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ -32.86493  315.3854  -390.92133 1533.6202 ],1.5284515107418059e-07,211.90281765135433
155,4,[69395.234 40510.81  34811.668 16482.662],[-1.7401881 -1.615663  -1.5488739 -1.4220239],[ 0.6839816  2.0849423  1.68634   -1.7365793],[203810.42  105935.39   85613.35   36152.625],[ 1 -1 -1  1],[11 11 13 13],[   0.      0.      0.   3229.75],[-406.02533 -612.5648  -441.1624  -295.76233],1.743741021728261e-07,126.6633693718724
156,4,[56658.01  35254.812 15681.843  8385.594],[ 1.5492731e+00  1.1610619e+00  6.7596924e-01 -1.4321407e-04],[-2.3414528   0.94171005  3.0519106   0.13240844],[139391.44   61810.074  19403.438   8386.26 ],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1012.8619   1474.3947   1004.81854    53.725525],1.7365391586869556e-07,125.44365321808333
157,4,[30869.957 29450.031 18293.717  8481.376],[-0.8526556 -2.2069068  0.5835018  0.1500952],[-3.0955346 -1.8401164 -2.5753357 -2.7831159],[ 42788.2   135434.86   21497.357   8577.743],[-1 -1  1  1],[13 11 11 13],[   0.        0.        0.     1156.0088],[-862.6     -650.1371  1292.4517    36.47473],1.3619649784651436e-07,124.27980918882231
159,4,[49254.617 39774.52  19658.285 10611.208],[-0.54678655 -0.91938525 -0.34699753  0.23362957],[-1.6347197  1.8762376  1.3881774  2.9418068],[56802.863 57802.566 20853.709 10902.122],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  58.019775 -687.8617   1640.2649    989.59174 ],1.4385861471165974e-07,123.51886819995123
160,4,[65142.625 42130.35  23782.38  18798.791],[0.27575836 1.1327311  0.6883299  0.2680282 ],[ 0.6934153  -0.60098815  2.0394456   0.19334193],[67635.17  72175.08  29642.395 19478.088],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 351.29572  782.63086  476.4165  -254.90903],1.452808026029714e-07,124.06601466869282
161,4,[53661.645  33489.14   27744.482   7819.9077],[-1.1783156  -0.08769793 -1.0831059  -1.0762455 ],[ 0.6966304 -1.4229826 -0.9885392  2.9396877],[95429.02  33618.004 45672.84  12803.648],[-1  1 -1  1],[11 11 13 13],[13845.844     0.        0.        0.   ],[1592.0017  1037.3699  -304.93414 -666.91925],1.545126623754247e-07,124.1662740933184
162,4,[58558.027 57819.723 15018.165  9391.225],[-1.3141989 -1.0901374 -1.0985657 -2.1688423],[-2.037417   2.5057902  1.7879373  2.7455168],[116836.664  95716.3    25029.342  41614.68 ],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 435.7515  -458.10452  258.65515  961.6155 ],1.3388888621133803e-07,118.9432815924333
165,4,[49879.164 33734.805 26145.377 10118.924],[2.1984043 1.2316948 2.2814503 1.9448959],[ 1.0751789 -2.0473952 -0.1099053 -1.1869893],[227488.98   62727.008 129328.22   36103.996],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-239.1847 -859.0963 1088.6919 3055.774 ],1.6320809002475737e-07,126.24894240304884
167,4,[49053.41  36295.965 32360.84  18879.637],[0.9230532 0.6704397 0.4846783 0.8060196],[-1.5396113   0.16785383 -2.1788383   2.7101815 ],[71477.46  44763.582 36236.98  25351.896],[ 1  1 -1 -1],[13 13 13 13],[   0.        0.        0.     1368.2191],[ -27.341827 -348.78506  -348.78506   759.6466  ],1.3569978945433297e-07,124.13408200824266
168,4,[38513.92  30848.133 23003.75  17549.447],[ 1.1410003  -0.00462085  1.2632676   0.83315325],[-2.315325   1.009389   1.499384  -2.3791716],[66424.9   30848.643 43933.71  24000.957],[-1  1 -1  1],[11 13 13 11],[   0.      0.      0.   1206.56],[   31.068573  -430.13147    574.0658   -1937.3748  ],1.5689130167610168e-07,123.18072837589654
169,4,[89597.68  27964.594 25655.973 22091.023],[ 0.08866839 -0.5219628  -0.07801548 -0.75449705],[-2.4789753 -0.2791814 -2.2042048 -1.6415153],[89950.125 31861.281 25734.305 28683.055],[ 1 -1  1 -1],[11 11 13 13],[2025.2329    0.        0.     2374.6575],[  39.72229   99.2305  -807.79156 -885.08093],1.6919368836462657e-07,124.47819578732643
170,4,[204659.83   72685.08   25554.637  20353.383],[1.4065634  1.5877008  0.15685949 0.9518134 ],[-0.96043336 -1.6931205   1.2125257   2.8788583 ],[442770.    185233.67   25869.666  30290.344],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-478.63248 -241.0644  -233.93253  222.60184],1.6403976839497883e-07,258.2447398877528
171,4,[56255.19  49401.48  12573.017  8506.431],[-1.9942698 -0.98812   -1.1954045  0.7220936],[2.2779033  2.304345   1.6388744  0.42314476],[210477.39   75546.195  22678.674  10822.192],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[ -959.19336 -1237.7798    158.04248  2481.1165 ],1.2530743655382155e-07,122.35619992493999
172,4,[252287.3   217162.9    49223.02    8511.423],[ 0.23538713 -1.4826249   0.8576145   0.26908007],[-2.6607246   1.1751785  -0.20669279  0.8031591 ],[259308.9   502898.56   68461.91    8821.417],[-1  1  1 -1],[13 13 11 11],[    0.        0.    42941.344     0.   ],[ -691.8864    184.75494 -1066.5022    810.83246],1.0017599597422281e-07,756.8630984785344
173,4,[98277.29  59833.88  54774.34  22150.303],[-1.674094  -2.3008246 -1.9547555 -2.0899746],[1.7090862 0.6928305 1.7880142 0.9606018],[271316.   301640.16 197291.47  90909.27],[-1  1  1 -1],[13 13 11 11],[ 34052.24       0.    106948.984      0.   ],[ 870.41986  372.87787 2109.6694  -551.3459 ],9.393271270334879e-08,121.94391511156097
174,4,[34488.137 34060.684 31862.262 26439.826],[-0.8228321  -2.0728893  -0.5577505  -0.98882055],[-1.7201624 -2.4946005  2.9865108  2.1435294],[ 46837.05  137495.75   36948.023  40453.957],[-1  1 -1  1],[11 11 11 11],[1121.63      0.     1626.5011    0.    ],[-253.87292    22.811981 4749.799     398.18256 ],8.17562058017222e-08,125.51603310700386
175,4,[52474.465 49833.582 12508.339 11986.358],[-0.34595448 -0.97621053  0.34603527 -1.0094786 ],[-0.41465938  1.4675342  -0.08515979 -1.8927313 ],[55646.098 75525.65  13265.139 18630.568],[ 1 -1 -1  1],[11 11 13 13],[   0.        0.        0.     2251.3423],[-733.4343   329.40512 -331.04492 1927.1729 ],1.742354351926422e-07,123.55808555382959
176,4,[62571.465 32109.76  12014.305 10687.963],[0.93315536 0.57504594 1.9021683  0.19425105],[ 0.33435857 -3.075759   -1.2233815   1.5698524 ],[91849.586 37566.67  41147.035 10890.757],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1377.0996  -636.3263   973.7252   136.16217],1.6497881832426707e-07,123.31304697185055
177,4,[102936.65    46833.51    37364.78     8098.5303],[ 0.9175442  -0.18148413  0.7914222   1.3673729 ],[1.882211  2.5001206 2.717805  1.1867694],[149393.77   47607.016  49690.152  16925.123],[ 1 -1  1 -1],[13 13 11 11],[   0.        0.     1622.8315    0.    ],[-606.77264  644.4725  -577.244    390.57156],1.5656619026652016e-07,124.8976025398736
182,4,[55092.22  37332.734 15065.946  8679.801],[0.43847135 0.5499898  0.6139675  2.267591  ],[ 1.6500368  -0.47520924 -1.704808    2.2949615 ],[60473.547 43122.875 17995.875 42356.008],[-1  1  1 -1],[11 11 11 11],[1181.5927    0.        0.        0.    ],[1285.2981  992.8242 2492.5903  644.308 ],8.812768451633453e-08,126.49591675048286
