entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
1419,4,[69357.4   39906.117 21812.957 15668.034],[-0.27584442  0.9015654   0.5789271   0.85862076],[-0.25161454  1.2311463  -2.1422703   2.1025925 ],[72012.88  57253.11  25571.576 21807.16 ],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.        0.     1340.1416],[-525.02997 1996.8712  1511.8721   365.52032],1.4005273053377787e-07,157.33982893567998
1420,4,[64833.652 53037.168 42125.63  39843.242],[-0.8379412  -1.0962642  -0.98582536 -1.0224301 ],[-0.77081877 -1.7575897   0.638353    1.2906231 ],[88958.42  88229.48  64308.02  62547.242],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[ -823.12103  -824.91425 -1282.212     624.64105],1.5677522937699635e-07,180.453969290665
1421,4,[63729.688 45499.07  16365.112  8503.24 ],[-0.9582377   0.15263504 -0.4547396  -0.77793145],[-2.1279726  -0.96071166  2.0070736  -1.4235579 ],[95297.11  46030.105 18086.527 11208.63 ],[ 1 -1  1 -1],[11 11 11 11],[   0.        0.        0.     1157.9813],[ 553.76605   416.01416    77.491455 3039.853   ],1.5370039465812682e-07,124.47513455597195
1422,4,[38931.38  37840.14  35916.656 34040.98 ],[1.1281855 1.2863845 1.1607056 1.0749366],[ 2.0391865 -1.5245486 -2.3626795 -1.5736346],[66449.336 73711.53  62952.02  55676.18 ],[ 1 -1 -1  1],[11 11 11 11],[    0.    33809.633     0.    33098.293],[-209.7514     41.108032  168.53801   978.2522  ],1.364062010056432e-07,126.70242633028137
1424,4,[83443.22  18454.162 13497.341  7607.865],[ 0.0957167 -1.1878904  0.6414704  0.8741481],[ 0.8150102 -1.7570351  2.6543398  0.8175678],[83825.82  33079.418 16370.852 10704.456],[ 1 -1 -1  1],[13 13 11 11],[   0.        0.     1116.9698 1168.4252],[-485.9007   -117.78815   -77.878204    8.177002],1.622257747717158e-07,124.65951096044773
1425,4,[72045.4   59041.03  33584.746 11996.607],[ 0.18943249  0.6527454  -0.23200321  1.1466163 ],[-1.7536821  -0.5731749  -0.42098638 -1.4560173 ],[73341.93  72072.02  34492.83  20785.799],[-1  1 -1  1],[11 11 13 13],[   0.        0.        0.     1401.4111],[1357.3354   848.8769  -937.3433  -605.64825],1.704962453371302e-07,122.26681886676037
1426,4,[71725.805 25800.244 15362.314 14334.242],[ 1.2147765  -0.02940594  0.42441007  0.9997004 ],[ 0.1656307   2.1009858  -1.3597717  -0.62981486],[131484.78   25811.4    16767.1    22114.098],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[  -25.103516  3313.8435   -1033.6273     131.20618 ],1.5825364005423226e-07,124.2117345712062
1427,4,[50583.83  36711.734 26462.168 16161.197],[1.741292  2.2725847 1.7705859 1.4551551],[-2.9520385  1.6177013  0.4458064  1.5032523],[148716.56  180025.11   79975.65   36512.438],[-1  1 -1  1],[13 11 11 13],[0. 0. 0. 0.],[  27.351353 1503.3523    760.155     509.0227  ],1.5786459267822264e-07,120.44919313417782
1428,4,[54282.316 36788.254 32257.836 11054.503],[-2.3354223 -2.3497486 -2.3662574 -2.1904247],[ 2.7322075  -0.98585814 -2.2859905   1.3918139 ],[283098.38 194579.12 173406.27  50026.59],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 511.94016 -134.96274 -117.06204 -231.1002 ],1.752530131318283e-07,123.36275561450574
1429,4,[86960.12  24463.072 16253.832  8837.455],[-1.9425209 -1.5616674 -2.595802  -1.9966732],[-1.7442107 -0.9856544  2.692751   0.5117904],[309563.12   60870.836 109566.51   33141.957],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-604.6415   269.35175 1323.1818  -490.772  ],1.200305654221026e-07,105.36497434782746
1430,4,[87345.31   28516.49   13937.102   8937.0205],[ 0.6244648   1.143228    0.56632113 -0.70002764],[-1.8676088   0.03381852 -2.5263462  -0.55390143],[104936.414  49271.74   16232.771  11218.156],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ -212.46399 -1043.3191    965.76245  -293.23267],9.986309284371693e-08,118.06491184232742
1431,4,[147364.1    86619.82   35199.707  34264.406],[1.0289867  0.8827209  0.638162   0.65184087],[-2.376267  -2.5947106 -2.3808782  2.5509381],[232510.94  122615.74   42613.836  41805.383],[ 1  1 -1 -1],[13 11 11 13],[ 88399.03 148010.19      0.        0.  ],[-749.3084 -368.7439 1060.8796 -134.3338],1.645192285490799e-07,127.15273696148716
1432,4,[46389.664 39187.36  15574.015 11693.454],[-0.26003528  0.8091952   1.9899412  -0.61215746],[ 2.3099906  2.1826565 -2.0328166  2.1643817],[47966.918 52732.78  58027.277 13953.718],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-363.81995 3276.9805   329.953   -186.11804],1.4384472077061971e-07,127.84779141113452
1433,4,[59975.516 46183.957 17950.771 11356.955],[-0.64066434  0.37388366 -0.52355987 -0.29831037],[-1.0660286   0.25702998  0.93553495 -2.2405396 ],[72710.9   49449.85  20467.775 11866.036],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-314.3147   -421.87427    69.596466  -10.802246],1.2205501990103403e-07,123.73481892943555
1434,4,[57863.42  54898.91  19388.404 13248.532],[1.9915624  1.2777792  1.2341561  0.09229308],[-2.0923352 -2.4328983  2.1119297  2.7891257],[215930.53  106155.79   36126.164  13305.417],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-727.69324 -689.91156 -263.44183  860.94025],1.6688809441574095e-07,126.12238077514534
1436,4,[108355.82   81743.33   44289.434  29593.926],[-0.3362094  -0.4192057  -0.4182452  -0.59060216],[-1.5559803 -2.3607905 -2.818057  -1.7087842],[114537.82  89031.65  48219.99  34907.05],[ 1  1 -1 -1],[11 11 11 11],[23396.238     0.        0.    65071.1  ],[1756.3281   772.18665  636.4314  -521.69965],9.084904954277674e-08,125.67114577547592
