entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
133,4,[90365.336 31163.395 28294.605 21129.316],[2.1000495  0.94239163 0.63504225 1.2051476 ],[ 0.7086476 -2.0899072  1.20572    1.0965348],[374520.25   46056.473  34194.242  38422.6  ],[ 1  1 -1 -1],[11 11 11 11],[1509.0806    0.        0.        0.    ],[ 2935.2502 -1592.4904  1611.0211  1902.6917],0.0,175.2275033915428
134,4,[25144.42  18363.559 16831.264 10090.672],[-2.1837344  -1.1278085   0.7071171   0.04521701],[ 1.7788693  -0.394724   -0.88869077  2.8353305 ],[113049.664  31334.117  21217.75   10101.542],[ 1 -1 -1  1],[13 13 13 13],[   0.     1350.8524    0.     1353.5115],[-110.140564 -309.85382  -309.85382  -309.85382 ],0.0,125.34598520780817
135,4,[95919.586 82802.53  45669.094 23386.982],[0.36344683 0.5417261  1.159547   0.4785238 ],[0.9614225 1.343476  1.9789983 1.8210164],[102324.87   95252.555  79969.32   26116.316],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 783.1108  1531.0103  -803.8201  -853.77985],2.3863639278584216e-05,118.40120183884555
136,4,[68181.24  41484.934 38191.77  14535.957],[-0.18480794 -0.65305495  0.4154598  -0.5065222 ],[-1.8063513e+00 -5.9922144e-04 -8.4494126e-01 -1.3300346e+00],[69348.89  50650.098 41535.535 16440.875],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-659.9478   -305.06476  -519.13226    -9.912048],7.85066539244639e-06,125.4605063697863
139,4,[46734.14  39828.26  38973.523 15775.762],[ 0.08507526  0.297417   -0.24344471  0.3786642 ],[ 1.6513039  -0.46761185  2.0610793   2.1790583 ],[46903.367 41602.96  40134.13  16920.688],[ 1  1 -1 -1],[11 13 11 13],[1942.2219    0.        0.        0.    ],[-247.88998  378.94257 1883.0424  -584.044  ],3.586398616133924e-05,123.45609973732799
140,4,[52896.13  39153.13  25745.766 21307.555],[1.0494494  0.12015393 0.75499034 1.0755515 ],[0.1211618 2.1543715 2.1977067 1.918786 ],[84798.08  39436.24  33438.68  34866.816],[-1  1 -1  1],[13 13 11 11],[1008.95374    0.         0.         0.     ],[-172.9649  -500.528    427.49405  901.19336],0.0,127.37158857069076
142,4,[40300.62  31508.67  27169.8   15088.607],[0.15978384 0.6221985  1.1936396  2.0721412 ],[ 0.681046  -0.9528507 -0.8845836 -2.870208 ],[40816.31  37807.125 48935.41  60865.465],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-283.60895   37.83368  757.5102  -171.58105],2.9692705878451806e-05,126.46998657885827
143,4,[48991.094 30550.812 23192.87  17943.87 ],[-2.2873027 -0.9289827 -1.946872  -1.5253257],[ 2.7083929 -2.872295  -2.4653795 -2.0996003],[243727.73   44709.52   82908.195  43192.6  ],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-146.43001  370.83643 -478.12738  265.86578],1.1928364180896177e-05,94.86439292322429
144,4,[75602.04  26436.262 24150.518 17514.63 ],[ 0.11312728 -0.2667235  -0.7533221   0.19676465],[-0.80081916 -0.5567853   2.4298081  -1.8457184 ],[76086.33 27382.41 31333.42 17855.09],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 360.37854  -355.71634   913.14575    33.380463],3.524169689919575e-05,124.75433099225515
146,4,[51791.04  33659.973 17182.709 16839.33 ],[0.6623685 1.4240295 0.9525099 1.3473855],[-2.5745056  -0.08635165 -0.19864576 -3.106862  ],[63573.82  73960.57  25584.875 34581.86 ],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ -627.7191   -627.7191   1452.208   -1016.77234],1.4444088261210456e-05,121.28147388102992
147,4,[63821.832 60216.37  30711.137 18750.455],[ 1.0080806  -0.20697798 -0.24593525  0.17598164],[ 1.538844  -1.7488905 -2.7250462  1.616254 ],[99091.586 61510.812 31644.771 19041.55 ],[ 1 -1 -1  1],[13 11 13 11],[   0.        0.     2212.4773    0.    ],[   51.344025 -1077.6809    -372.7872     669.4082  ],1.6752808129133153e-05,199.1000119930512
149,4,[45592.273 31147.928 24166.87   7077.348],[1.2262568  0.12344199 0.8555835  0.4593865 ],[ 0.8113849  -2.7406886  -1.1958798   0.62644297],[84387.56   31385.545  33565.312   7838.0737],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-2130.7893   1224.4504    915.60925  1453.2081 ],7.452947845061621e-06,118.70496229420058
151,4,[50208.12  27379.389 21067.43  10728.391],[-0.999512   -2.2681322  -1.9759952  -0.91721964],[-1.4603006   1.7346363   0.27589875 -1.0059425 ],[ 77446.4   133677.73   77448.35   15566.996],[-1  1  1 -1],[11 11 13 13],[   0.        0.     2192.9817 1094.1797],[-601.89545 -716.6814   109.8288   621.91113],1.5970972323194247e-05,122.94215347104668
154,4,[61826.082  33447.91   33085.48    7637.8545],[-0.00910073  0.4674719   0.5288907  -0.29601127],[ 2.98267    -2.8953133  -0.63096243  1.4833707 ],[61828.734  37169.637  37821.93    7974.9297],[-1 -1  1  1],[13 11 13 11],[   0.     1170.5887    0.        0.    ],[ 134.0404  1066.2793  3396.977    979.02386],1.5480782919858834e-05,124.44504356349177
157,4,[98623.18  40497.57  25072.549 10261.112],[-1.2843311  -0.32231566 -1.0123229  -2.2064662 ],[0.9828723  2.000903   1.6100998  0.10869124],[191777.05   42619.438  39055.152  47168.652],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-2420.391    4990.203     121.17871  -592.6407 ],6.987292614548531e-08,123.15088797324498
159,4,[57109.906 56397.77  38655.637 17258.027],[0.9298854  2.1120398  0.6553357  0.88728464],[ 0.06987701  1.0793      2.533529   -0.37884778],[ 83632.32  236477.97   47257.61   24508.977],[-1  1  1 -1],[13 13 11 11],[   0.       0.       0.    1372.578],[-655.1507  -401.00034 2720.7935  1254.2274 ],2.7311501079295058e-05,178.01132074842928
161,4,[59277.86  56613.324 29881.592 18767.197],[-1.8355238 -1.9434855 -1.5370555 -2.142766 ],[-0.01993851 -0.27021873 -1.1243758  -2.4319415 ],[190517.47  201720.44   72700.25   81077.266],[ 1  1 -1 -1],[11 13 11 13],[58219.938 25854.504     0.        0.   ],[ 631.88873  284.86887  690.35364 -331.6248 ],2.699366807618454e-05,110.37978242842227
162,4,[33767.47  30115.064 26976.02  13115.989],[-0.18991816  1.891905    1.4785714   1.0987557 ],[ 0.9862359   1.8014758   0.29236224 -0.23759192],[ 34378.44  102131.9    62242.367  21862.746],[-1  1 -1  1],[13 13 13 13],[   0.        0.     1477.5924    0.    ],[-595.01855  518.96155  184.67566 -595.01855],3.131099719040525e-05,123.04384648816672
163,4,[65394.184 29373.398 28906.086  9574.244],[-1.7406846 -2.3166196 -1.1804515 -1.1894363],[ 2.5386992  2.64361   -0.4375315  1.7398154],[192149.22  150390.94   51495.96   17183.957],[-1 -1  1  1],[11 11 11 11],[   0.     2005.7601    0.     1503.5513],[1365.3943  2173.9414  1266.1523  1023.06177],1.963770538488705e-05,124.34305629630208
165,4,[76371.87  18045.295 17551.    15591.353],[1.6279145  0.36604777 0.8724912  0.02703097],[-3.0681908   2.7790654   0.25482932  1.6122261 ],[201987.58   19267.809  24665.943  15597.049],[-1  1  1 -1],[11 11 11 11],[   0.        0.     1149.9618    0.    ],[-1450.5377   -897.22064 -1165.7303   -805.20306],2.2755910740639152e-05,131.69747805059194
166,4,[55132.504 31914.69  25274.389 10179.25 ],[ 0.8550066   0.25872722 -0.7117967   1.0328096 ],[ 1.247089    0.22443825 -0.24660343  2.8889449 ],[76542.46  32989.01  31952.191 16108.766],[-1  1  1 -1],[13 13 13 13],[   0.     1162.0475    0.        0.    ],[-197.73265 -197.73265 -197.73265 -197.73253],2.7909975045496522e-05,121.5015086813511
167,4,[57901.074 38237.117 32575.566 16186.834],[-0.9117374  -1.0911125  -1.0206136  -0.45641235],[-2.0300465 -2.3280048  0.7966664 -2.5383139],[83680.6   63348.043 51066.605 17902.574],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[-243.11801  164.99905 1482.451   -355.80954],2.8139415678569432e-05,124.97163753553302
168,4,[65768.914 29433.58  17601.475 16911.346],[-1.1501436 -1.350937  -2.0010448 -1.7566063],[-2.525329    0.41686875  2.680714    2.501795  ],[114281.31  60633.75  66286.92  50441.26],[-1  1 -1  1],[11 11 11 11],[   0.        0.     1041.3744 2864.6218],[  90.99255 1037.7197  2887.9185  -300.215  ],1.4714713206731652e-05,123.8187124377372
169,4,[160754.77   25925.89   18297.734  13094.278],[-2.023743  -2.0103533 -1.4587367 -2.212051 ],[-1.858002  -2.9289687  2.7943707 -2.7518   ],[618805.6    98517.04   41472.434  60521.145],[-1  1  1 -1],[13 11 13 11],[    0.    13829.465     0.    23345.146],[-497.84442    91.735504  -79.19031  -528.41736 ],2.7827025999825007e-05,117.35807066101364
170,4,[174897.55   82626.016  26763.     15589.392],[-1.2682332  -1.7333028  -0.93784493 -1.6738431 ],[-2.4481063 -1.7912983 -1.5850705 -2.3191898],[335444.3  241103.34  39421.11  43027.87],[-1  1  1 -1],[13 13 11 11],[2720.715     0.        0.     5473.9214],[-284.08636 -226.04861  834.76    3332.7117 ],2.563869231755794e-05,125.94191527449496
171,4,[80802.77  47159.215 21229.447 10143.48 ],[0.74684685 0.6292707  0.13448393 0.12406832],[ 1.4250995  -0.08936643  2.219291   -0.02072133],[104405.01   56808.51   21421.715  10221.649],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[1204.4279  1533.6624  1817.7554  -497.08643],2.058326646346484e-05,122.97256718450299
173,4,[47836.99  28638.613 21210.71  11699.765],[-1.9205139  -0.29712984 -1.1302034  -0.5366954 ],[ 1.2285631   2.979035   -0.81338185  1.9503697 ],[166735.77   29912.324  36262.555  13426.028],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[1118.0082   294.33295 2148.604    673.32635],2.0900358151958652e-05,129.9091970524454
176,4,[102203.87   23555.064  12148.014   8728.874],[ 0.0931856  1.5266917  0.977533  -1.0121027],[1.6700256 0.6936974 1.0464998 2.6723819],[102647.94   56769.79   18429.625  13594.908],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 808.7209     38.353607 1696.6182   -781.429   ],2.1464486545827017e-05,123.34392797496801
177,4,[38714.312 32221.85  21085.387 16532.701],[ 1.5650147   0.3098928  -0.4633632  -0.36251342],[-0.103453   0.4319665  1.7361253  1.0846454],[96627.64  33781.625 23389.752 17631.297],[ 1 -1 -1  1],[11 13 11 13],[   0.        0.     1007.9374    0.    ],[-556.70667 -635.634   1692.6013   184.20782],2.7415092654496313e-05,124.05415752107187
178,4,[72845.98  50306.98  42721.25  20411.615],[1.5525424  0.8678875  1.4360224  0.48625293],[-2.300774   -0.87580264 -2.0380704  -2.2173684 ],[179753.75   70472.82   94879.96   22872.863],[-1  1 -1  1],[11 11 13 13],[41824.18      0.    64046.254     0.   ],[1712.1843 -989.8247 -537.7824 -926.5546],2.8891983842115647e-05,126.84907416863096
179,4,[70377.08   24706.492  17507.127  15516.3125],[-1.0189548 -1.8782904 -1.1096259 -0.5591296],[ 1.4689552 -1.8852159 -2.7780821  1.4367654],[110184.805  82706.984  29437.6    18005.873],[-1  1  1 -1],[11 11 13 13],[   0.     1197.4999    0.        0.    ],[ 597.19324 -100.17845 -892.8668  -991.4723 ],2.6476528202513936e-05,125.80368478433728
180,4,[63735.46  38962.21  31076.271 26045.938],[-1.9471985  -1.1119479  -0.66646343 -1.0417749 ],[0.19193096 0.58315694 1.8683838  0.36294425],[227908.39   65635.59   38237.316  41505.125],[ 1 -1 -1  1],[13 11 13 11],[    0.    20239.787     0.    17146.053],[-423.91217 -684.0308  -164.9862  -395.26294],2.6788791572074176e-05,124.41408459396338
181,4,[67285.914 44766.043 18108.49  16162.923],[-1.2827652  -1.0363458  -0.8975759  -0.97500384],[ 2.4929526  -3.1268692  -1.1425016   0.52374935],[130664.81   71035.79   25906.047  24473.64 ],[ 1  1 -1 -1],[11 11 11 11],[4578.2573    0.     7075.217     0.    ],[-1862.242     108.34943  8883.761     317.90656],2.8451552738945488e-05,122.45260180901538
183,4,[67399.375 31882.8   15658.977 12033.336],[-0.9003813  -1.2407407  -0.87879854 -1.627982  ],[ 2.8932261  -0.04492221 -1.842452    1.8987074 ],[96615.516 59737.906 22104.889 31827.639],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.     1262.1617    0.    ],[ 247.28253 -828.8857  1783.1503  1293.1937 ],2.8687393037350463e-05,123.28895005501832
184,4,[56051.688  43561.75   30706.88   15166.1875],[-2.3253162  -0.63307923 -1.5278182  -1.2017384 ],[2.531162  2.5713668 3.1285658 1.75698  ],[289441.6   52586.88  74082.2   27500.58],[-1  1  1 -1],[13 13 11 11],[   0.        0.     3721.0134    0.    ],[  -2.8312988 -173.57916    915.998      160.55829  ],3.157312182856691e-05,123.44246537798814
185,4,[37401.848 26092.355 24200.389 15274.441],[-0.19260007 -0.16533414 -0.35369888 -1.1746702 ],[ 0.86536473  2.6801128   1.1730736  -0.30234656],[38097.703 26449.791 25730.006 27081.555],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 232.7539  -390.3565  2575.8086   992.83905],2.684190157666264e-05,89.36830851292441
186,4,[158307.72   32031.338  20524.615  15871.555],[-0.98589057 -0.81627285 -1.7871381  -1.0932425 ],[-2.7372656  -2.0958226  -2.5067267  -0.39239785],[241680.84   43308.57   63008.344  26339.336],[-1 -1  1  1],[11 13 13 11],[0. 0. 0. 0.],[1167.2246  -753.93274 -506.6022   906.9153 ],2.694054002742691e-05,127.36775801812276
191,4,[43598.062 22464.145 16018.583 12219.828],[ 0.43534175  0.16279906 -1.8041964  -0.94032484],[ 0.45255294 -1.2995753   0.27733877 -2.2652261 ],[47795.133 22762.492 49975.64  18032.586],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-679.1314  -332.8112   -94.72745 -852.9731 ],2.910274575273675e-05,122.30796821392605
193,4,[62575.117 45601.63  20358.771 11360.958],[-1.2271384  -0.55780995 -1.3993373  -0.8524845 ],[ 1.812789   -2.6467814   2.866835   -0.66423005],[115907.375  52882.02   43764.094  15745.627],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[  43.95349 -359.82495 -601.0579  -601.0579 ],2.789086627034618e-05,126.91888944769516
194,4,[77602.35  28234.797 24033.443 19572.674],[0.93261534 1.3614215  1.5963228  1.675381  ],[ 1.4414581   0.51798344 -1.642311    2.0190666 ],[113868.68   58700.688  61735.91   54099.62 ],[ 1 -1 -1  1],[13 13 13 13],[   0.        0.     3680.9248    0.    ],[-474.12793 -549.90393 -271.92188 -516.7238 ],2.9286161724981694e-05,129.68237954862738
198,4,[57232.92  46999.28  21080.656 10280.174],[-0.6190591   0.3869319   0.01581063  0.6542687 ],[-1.0924474 -0.8228637 -2.8987713  2.9619575],[68554.47  50561.676 21083.557 12560.541],[-1  1  1 -1],[11 11 13 13],[12516.347  34259.242      0.      3058.5803],[1116.1221   247.27478 -826.22723 -826.22723],2.9771549875637296e-05,120.83679592806386
199,4,[121182.04   18582.854  10752.036   9111.566],[-2.0792534  -1.532426   -1.5191896  -0.70379883],[ 3.0603554  -0.77116454 -1.2069099  -2.77798   ],[492212.28   45020.727  25737.422  11463.383],[-1  1 -1  1],[11 11 13 13],[1008.1762 1886.3556    0.     2654.2358],[-1351.6542    500.6715   -217.85864  -335.3755 ],2.6941159543901722e-05,127.97225157332282
207,4,[48388.44   33855.688  25265.078   7083.1074],[-1.3686049 -1.8548267 -1.2412271 -0.973522 ],[ 0.8311363 -2.2368672 -3.1036248  1.8603282],[101236.51  110827.79   47357.95   10713.207],[ 1 -1 -1  1],[11 11 11 11],[2473.3599    0.        0.        0.    ],[1989.032    466.75037  784.11523  233.7479 ],2.643035016624803e-05,116.95340865895767
208,4,[81834.07  54355.69  26653.758  9734.7  ],[-1.3397466  -0.88735396 -1.7010124  -1.1888373 ],[-1.8105935  2.2851706  1.3548037  0.7161181],[166941.05   77197.07   75456.734  17463.576],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[ 311.2672  -250.39075 -190.08841  288.38025],3.0221336880521764e-05,174.20445532226924
209,4,[53673.836 34452.023 31806.725 10275.95 ],[ 0.15367627  0.08170234  0.70644253 -0.19527991],[ 2.6977239  -0.45207834  1.3542904   2.3599539 ],[54308.875 34567.074 40079.09  10472.507],[-1  1 -1  1],[11 11 11 11],[    0.   25115.12     0.       0.  ],[2045.713    416.22226  251.08078 -148.63306],2.7990458054714894e-05,125.91370584675633
210,4,[75441.27  68856.1   64207.938 13706.654],[ 0.41595498  0.3372312  -0.6226213   0.6729864 ],[0.57805794 0.97832334 1.3077555  1.2855682 ],[82062.29  72808.75  77060.55  16929.863],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[-178.13126  177.95605 -471.14624  119.25781],2.9450450877907127e-05,127.90716820929629
213,4,[47675.55  33420.09  25457.156  8540.802],[1.0400906 2.3424983 1.4435385 1.338695 ],[-0.11196285  2.5784528  -0.37319863 -1.2208964 ],[ 75873.16  175510.48   56919.094  17407.545],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1493.5624 1291.1852 -923.0104 1240.9486],2.0095085977630285e-05,124.59702131324589
214,4,[145382.44   35077.023  13412.437  12796.424],[ 0.47739315  0.7654233   0.40843964 -0.47907385],[-0.77639014 -0.8660977  -2.7741458   0.86325383],[162266.14   45863.93   14547.211  14293.19 ],[-1 -1  1  1],[13 11 13 11],[1049.0604    0.        0.        0.    ],[-634.7783  1231.4229  -298.99      75.47644],1.6652269025883045e-05,125.43931380141072
215,4,[69934.586 31183.562 17224.545 10968.6  ],[-0.5781537 -0.2037365 -1.1992339 -1.7233644],[ 2.8455389  -0.90462047  2.0738332  -2.7596722 ],[81952.04  31832.996 31167.809 31709.197],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  40.999725 -478.8153    237.69916   373.50665 ],2.6519611663767296e-05,125.69490330977507
216,4,[49092.74  39083.02  22092.857 21819.844],[-0.03804962 -0.51353234 -0.9833669  -1.2089925 ],[1.9723939  0.10532453 0.6590074  2.7947783 ],[49128.395 44350.797 33663.902 39806.   ],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[  20.611694 -262.91956   411.475    1582.712   ],1.4261771479604077e-05,126.5522757063975
221,4,[44420.195 35296.34  34915.355 18081.807],[2.2249293 2.31239   1.9250916 1.5020756],[-0.59445083  2.8230424  -2.2279437  -2.1790183 ],[207906.62 179968.23 122232.41  42615.95],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[-341.30167 1313.8555   926.72687 -716.07587],1.8533158635438848e-05,122.36083513556795
224,4,[173229.95    26442.436   13382.276    8169.2017],[-1.7844715 -1.5506501 -2.3499908 -2.0886734],[-0.40095904 -1.0998513   1.7626107  -1.7594824 ],[530457.56   65136.32   70797.89   33485.918],[-1  1  1 -1],[11 13 11 13],[0. 0. 0. 0.],[-281.80188    78.436905  439.51282  -180.01866 ],3.0870490903196884e-05,122.32590857922743
225,4,[182215.6    149605.86    13861.416   13459.6045],[-0.6681921 -0.8685032 -1.1562726 -1.4885751],[-2.9367993  0.292397  -2.5333893 -0.5882367],[224429.69 209666.66  24207.27  31337.31],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[-522.84784   -26.975403 -754.3261     28.346008],2.3654111889870454e-05,363.4525815285969
226,4,[69186.445 27632.234 19861.053 18614.668],[2.4432073 1.6297612 1.7144041 1.3371805],[ 2.0083039 -0.6132745  1.3991978  0.4307434],[401169.97  73206.6   56936.04  37889.  ],[-1  1 -1  1],[13 13 11 11],[   0.   8431.01    0.      0.  ],[-252.79503  159.57253 -790.10034 -632.57336],2.470230820268353e-05,128.7294130319921
227,4,[90988.21   42142.203  35425.99   12286.8125],[-0.80643284 -0.0779881  -0.31663555  0.9638435 ],[-0.39673027 -0.29565957 -1.0384656  -2.2387588 ],[122213.16   42270.56   37216.895  18449.742],[-1 -1  1  1],[11 13 13 11],[   0.     1851.7225    0.        0.    ],[-333.74695  485.2403   241.90656 -781.4575 ],2.843567086271493e-05,125.94597033829538
228,4,[105649.375   92934.086   49564.64     7275.2017],[1.5907085 1.0302205 1.1151937 2.3636537],[ 0.46078482 -0.24455997  0.39020577  0.9661433 ],[269987.28  146771.34   83714.945  39008.883],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  65.26529   21.13144 -484.38052  266.6247 ],2.8212244952698472e-05,120.86723075703593
229,4,[48265.293 32028.338 29848.238  8445.107],[1.0828817  0.54229033 1.4497598  1.8303806 ],[-2.0413811   1.623112   -0.66434824  2.7687898 ],[79439.74  36854.465 67109.63  27010.037],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[-250.78793 -855.3717  -855.3717  -459.33633],2.385684715257272e-05,124.88714198443323
232,4,[71698.19  66891.    29040.781 10579.43 ],[ 0.3283935  -0.49253577 -0.04115758  1.079044  ],[ 0.9886539  1.6769345  2.0729487 -0.392707 ],[75599.1   75169.95  29065.38  17359.713],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ -850.56726  1309.0732  -1189.6367   -391.8802 ],2.092459748587615e-05,127.44145814574392
233,4,[55208.812 47366.8   22903.19  16635.012],[-1.645951  -1.6305023 -1.337178  -1.234864 ],[-1.0956877  3.0897815 -2.8408875 -1.2645073],[148477.75  125575.836  46617.918  31014.193],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-889.0335 2998.8699  955.4436 -529.7772],0.0,119.93527871937312
234,4,[78422.945 39463.016 38258.29  14134.306],[-2.2715218 -2.1812055 -1.977129  -1.8842359],[0.66558903 2.5722532  1.2686975  2.532312  ],[384166.47 176989.33 140799.02  47585.04],[-1  1  1 -1],[13 13 11 11],[    0.    14280.185     0.    41606.297],[-169.2053    77.26128 1618.8062  1797.6597 ],2.2009406921614608e-05,125.3081149146032
235,4,[63603.777  33013.227  31585.236   9775.5625],[0.46084586 2.1895792  1.6615634  0.28047514],[-2.1775322 -2.1883411 -2.1805916 -1.8565394],[ 70478.21  149276.2    86186.41   10163.143],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1473.2715   -159.5392    -52.309242  215.83286 ],2.144281700233539e-05,118.24232574745265
236,4,[73361.44  47527.69  36345.848 16838.031],[1.5582618  1.1055542  1.0839295  0.87028855],[-0.07518405 -1.176809    0.8686983  -0.28922755],[181975.2   79654.64  59871.47  23627.38],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[ -236.68677 -1381.1862   -481.58398  -239.0385 ],1.573033077210946e-05,120.24000722339899
237,4,[67839.055 37642.23  25137.926 10618.573],[1.5591413  0.37446234 1.1714906  1.3570738 ],[-0.1042783  -1.631737   -0.31052887  3.1185722 ],[168412.28   40312.49   44452.695  21992.242],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[ 746.099    389.41107 1129.6426   908.13983],1.090491920530078e-05,128.2492053152242
238,4,[86436.42  66666.305 10396.137 10137.963],[-0.11727028 -0.896459    0.4770875   0.26566058],[-2.8653522  2.4446669  2.7115622  1.3964641],[87031.516 95296.91  11601.895 10497.818],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[ 117.650024   67.089355 1420.3025   -139.98315 ],2.141216146259742e-05,124.72728985632139
240,4,[41735.848 26132.236 17956.645  9328.696],[-1.113901    0.7778501  -0.09376974 -1.5404984 ],[-1.0599424   1.4468467  -2.0499723  -0.88634896],[70418.695 34444.637 18035.646 22767.568],[ 1 -1  1 -1],[11 11 11 11],[   0.        0.     1402.5377 1101.6272],[-822.0926   369.41205  -90.01001  647.8857 ],1.60891871938265e-05,128.12817056474182
